,Clue,Answer,Explanation
222,MANUMIT,A,"charade of MAN U and MIT (Massachusetts Institute of Technology).  Given the events at Wembley on Saturday, Quixote thankfully decided not to involve the red-and-white side of Manchester in the clue.  Why is Massachusetts so hard to spell?"
223,LETS RIP,A,charade of vigi[L] and (PRIEST)
224,LORD PRIVY SEAL,,(V SILLY PADRE OR)
225,PARODISTS,A,charade of PAR and ODISTS for poets.
226,TWEED ,T,"his is obvious, being the river that forms some of the border between England and Scotland.  Even with all the crossing letters in I couldn’t see it and had TREAD for a good while, thinking that it was something that ran along the edge of a tyre.  Perhaps I should go back to just doing the Quiptic."
227,Let the love of our land’s sacred rights,T,"o the love of our people succeed*Let friendship and honour unite*
"
228,ROGUE,A,n insertion of G into ROUÉ for rake.
229,AUSTENITE,M,"y last to go in.  I presumed (always a dangerous strategy when solving a cryptic) that it was an anagram of (AUNTIE SET), with ‘puzzle’ as the anagrind.  So it turned out, although the word itself was unfamiliar.  ‘A solid solution of carbon in a non-magnetic high-temperature allotropic form of iron’ (SOED).  I’m always pleased to see a science-based clue, so I’m not going to whinge about its obscurity, especially since it’s an anagram."
230,NEIGHBOURHOOD,NEIGH,"(beastly noise) plus BOD (fellow) outside UR (the famous old city) and HO for house and O for old.  A bit going on, but it’s all clearly signposted.  Perhaps Quixote is going for the record number of elements in a charade, but I’m too much of a new kid on the blog to say whether he gets that particular sticker."
231,INVERSE,N,"ot prosaic would be ‘in verse’, and INVERSE means contrary.  I liked this one when I finally twigged it."
232,DORMANT,DO,and RANT with M for maiden (over) hidden in the middle.  Cricket and Cryptics are BFFE.
233,GARB,T,"he actress Greta GARB[O] without the O for nothing.  A bit like in Casablanca, where her fellow Swede Ingrid Bergman never said ‘Play it again, Sam’, she never said ‘I want to be alone’  in Grand Hotel.  Apparently."
234,RELEASED,A,dd.
235,DUMP,A,reversal (turned over) of P for musically soft and MUD for slime.
236,MANGLER,A,n insertion of ANGLE (point of view) in MR.
237,CAMBRIDGESHIRE,I,"initially put in a misspelling of CARMARTHENSHIRE here, which wasn’t a big help.  Pretty obviously it’s (BEGRIMED HIS CAR)"
238,LIT UP,LIP,for audacity around TU for Trade Union.
239,CORTEGE,A,cd.
240,ROPE LADDER,A,nother cd.
241,ELLIPSIS,I,think that this is ELLIPS[E] plus IS but would welcome confirmation or another parsing.
242,STAYS THE COURSE,,(YOUTH ACTRESSES)
243,UPBRINGING,I,"really liked this one too.  I could see that there was a ‘reversal’ indicator to get from ‘boy’ to ‘yob’, but the bracketed bit of the clue took me a while to work out."
244,SEASONED,C,hildren clued as SEED with the inclusion of A SON.
245,GRIEVER,GRI,[M] plus EVER.
246,INDIANS,DIA,", a reversal of AID in INNS."
247,RIDGE,H,"idden in 3dn, CambRIDGEshire.  It’s ‘surprising’ because, if I may be forgiven for lapsing into the vernacular, the Fenlands in Cambridgeshire are as flat as a kipper’s dick."
248,STUD,H,"alf of STUDents, learners. And ‘stud’ and ‘boss’ are synonyms."
249,Snatch sailor’s pipe,ABDUCT,"A charade of AB for Able-Bodied sailor and DUCT.  I suppose if you were being picky you could suggest that since the clue contains a possessive, it leads to ABSDUCT.  Personally I’m not in a picky mood this morning.
"
250,Pop out in Burlesque star’s helicopter,CHOPPER,"anagram of POP; inserted into CHER.  I couldn’t understand the Burlesque reference but a quick furtle online shows that Cher starred in a film of that name in 2010.
"
251,Lie has fooled doctor,FALSEHOOD,"anagram of HAS FOOLED;  The anagrind is ‘doctor’.
"
252,Feel sorry for decapitated bird,EGRET,"REGRET without the first letter.
"
253,Provide black belt,BRING,"A charade of B for black and RING.
"
254,Spoon and dish expressly for fruit,NECTARINE,"Unless someone has a better idea, I think this is a homophone (suggested by ‘expressly’) of NECK and TUREEN.  The definition of  ‘spoon’ is the amorous one, where when you cuddle somone, you ‘neck’ them.  Not that I’d know much about that, obviously, at my advanced age.  *Update: of course it’s terrine, not tureen.  Thanks to scchua and Stella.*
"
255,I left medicine for distribution in a particular area, ENDEMIC,"anagram of MEDICNE;  Hectence is asking you to take out the I from MEDICINE before making the anagram, suggested by ‘for distribution’.  Nice surface.
"
256,Half of lime for Queen’s alternative to alcoholic drink,LIQUOR,"A charade of LI, QU and OR.
"
257,Join forces with UN soldiers retreating to base camp,SIGN UP,"Perhaps one of the harder ones: it’s a reversal of UN GIS and P, which is the bottom, or base, of camP.
"
258,Shrink articles on dress style taking a quarter out,ANALYST,"Again, quite a tricky one: ‘shrink’ is the anagram of psycho)analyst and you need two articles (AN and A) on LYST, which is (STYL;.  The ‘quarter’ which you need to take out is E for East.
"
259,Unending fog on a little road round bends is dangerous …,HAZARDOUS,"If you’d got the Z from the down clue then it could never be anything else, but parsing it took me some time.  It’s a charade of HAZ (unending HAZe), A, RD for little road, O for round, and U and S for U-bend and S-bend.  I think.
"
260,suggest travel on motorway coming back,IMPLY,"A charade of PLY (travel) after IM, the M1 motorway, coming back.  The southern end of the M1 is not a stretch you’d want to be using during this morning’s commute.  The ellipses in 22 and 24ac are, as usual, five-eighths of naff all to do with anything.
"
261,Mia organised leave with friend from Madrid,AMIGO,"A simple charade of anagram of MIA; and GO.
"
262,"Father’s taking a trip, playing bridge",PATRIARCH,"A charade of anagram of A TRIP; and ARCH.  The anagrind is ‘playing’.
"
263,Cat having a hard time gets meaner,TIGHTER,"An insertion of H for hard and T for time in TIGER.
"
264,Snake swallowing up fish becomes dormant,ASLEEP,"An insertion of LEE (a reversal of EEL) in ASP.  Some people would argue that this clue is faulty, because you can only use ‘up’ as a reversal indicator in a down clue.  I’m one of them.
"
265,Friendly fellow in story,AFFABLE,"An insertion of F in A FABLE.
"
266,Indian capital emerged from citadel Hindus built,DELHI,"Hidden in citaDEL HIndus.
"
267,Minister’s chapter left Germany in disarray,CLERYGYMAN,"A charade of C for chapter, L for left and anagram of GERMANY;.  The anagrind is ‘in disarray’.
"
268,Will supplement from fish get old chemical company money?,CODICIL,"A charade of COD, ICI (Imperial Chemical Industries) and L for pounds as money.  A codicil is the thingy you tack onto the end of your will when you’ve fallen out with someone.
"
269,Times returned in last letter,OMEGA,"The last letter of the Greek alphabet is a reversal of two words for ‘time’: AGE and MO (as in ‘just a mo’).
"
270,Prison may result in penny-pinching!,PARSIMONY,"anagram of PRISON MAY;  Nice clue.
"
271,"Sailor’s knocked head over heels by girl – yes, indeed!",RATHER,"Another lovely story-telling surface.  A reversal of TAR added to HER (girl). ‘Rather!’ is what posh folk say to mean ‘Yes, indeed!’
"
272,Toothache’s half gone after taking first nip of brandy,COGNAC,"This might be step too far for a Quiptic, although to be fair to Hectence you have got three crossing letters and it’s a clear definition.  It’s a charade of COG for tooth and AC (ACHE with half missing) surrounding N (first letter of nip).
"
273,Daughter starts off whingeing as it’s raining a bit,DRIZZLING,"A charade of D and [G]RIZZLING.
"
274,Puts rider in and completes course,QUALIFIES,"A dd.
"
275,Shakespearean dismisses love with flourish!,PROSPER,"A removal of O for love (as in tennis) from PROSPER[O], a protagonist in *The Tempest*.
"
276,Donkeys carrying a ton of goods,ASSETS,"An insertion of T in ASSES.
"
277,"Play with posh offspring at Hamleys, say",TOYSHOP,"A charade of TOY for ‘play anagram of with)’ and (SHOP;.  Is ‘offspring’ an appropriate anagrind?  Your call.  Hamleys is the toyshop in London (Oxford Street, I think).
"
278,Cross in defeat,THWART,"I think this is just a dd, but would be happy to be proved wrong.
"
279,Egg’s found in strange sort of place for birds to nest,ROOST,"This time it’s O represented as an egg that you need to insert into anagram of SORT;.  The anagrind is ‘strange’.
"
280,Design super handbag for American girl,PURSE,"Hectence is exploiting one of the many hundreds anagram of thousands?) of words that are different in American and British English.  It’s (SUPER;, the anagrind is ‘design’, and perhaps an American commenter will tell us what their ladies call a purse, ‘cos I don’t know.
"
281,DECAMP,A,"n insertion of M for minute in DECAP, which is PACED backwards."
282,ECLIPSES,I,"t’s CLIPS, cuts, in a reversal of diocese, SEE."
283,MANILA,I,"t’s the capital of somewhere I haven’t time to look up, and it’s MAN plus a reversal of ALI."
284,FORGET IT!,A,charade of TIT (bird) following FORGE (fashion).  Liked this one.
285,BEETLE CRUSHERS,A,"homophone (sound of) those who would want to put down the Fab Four, The Beatles.  I presume BEETLE CRUSHERS are footwear, but I’m too young to remember and too rushed to look it up."
286,FILL THE GAP,A,n anagram of (HALF PIGLET)
287,DELI,A,reversal of I LED (light emitting diode).
288,RAKE,A,double definition.
289,FLATFISHES,A,"n insertion of TFI (reversal of one foot) in FLASHES.  Great clue, where Nutmeg is making use of the fact that the plural of members of the fish family is often the same as the singular."
290,HUNGER STRIKERS,A,"very clever clue, exploiting the two versions of the word ‘fast’."
291,IN DETAIL,I,t’s hidden (to some extent) in a reversal of humiLIATED NIxon.
292,ARDOUR,B,ecause folk from the East End of London allegedly say ‘arder for harder.  But it’s a good surface.
293,ODDEST,T,"he definition’s ‘most rum’, but beyond that, I’m going to ask the audience."
294,DIME,A,charade of DIM and E for English.
295,CONGEAL,A,n insertion of (GONE) in CAL for California.
296,MILITATE,T,"his is phone a friend time, since I’ve used up ask the audience."
297,CHOIRMASTER,,(RICH MAESTRO’S)  Nice almost &lit.
298,INGEST,C,lever.  A homophone of  IN JEST.
299,SO THERE!,A,"charade of SOT (the regular letters of ‘escort’) and HERE, in attendance."
300,SATISFIES,A,"n anagram of (IF TEA IS) inside SS, ‘on board’ a ship."
301,EVERLASTING,A,"charade of TING, the sound of a bell after (SEVERAL)"
302,FORTHWITH,A,kind of double definition: the famous bridge over the River Forth has a reputation for needing constant repainting.
303,BICKERED,T,"ough for a Quiptic: it’s C (the leader in Cheerleader, inserted into BIKE and then followed by RED for traffic light."
304,KINGDOM,A,"gain, very cleverly done: it’s (DOING) inside K and M as the two abbreviations for ‘thousands’.  Great surface."
305,HORMONE,A,n insertion of MO for doctor in HORN (cape) with the addition of E (last of ‘male’).
306,BEAT UP,N,utmeg is asking you to transfer the first two letters of UPBEAT to the end.
307,GRIT,A,charade of GR for King George (in Latin) and IT.
308,HALT,A,"n insertion of L for Lake in HAT, of which boater is an example (which is why Nitsy has included ‘maybe’ in the clue)."
309,WATCHMAN,H,"ands up those who had to search online or elsewhere for the collective noun for nightingales?  Yes, thought so.  It’s that term, WATCH, followed by MAN and the definition is of course ‘guard’.  MAN for ‘dog’ I couldn’t really see, apart from perhaps the phrase ‘There’s life in the old dog yet’, which is normally applied to men not dogs.  Others will put me right, no doubt."
310,COCKTAIL LOUNGES,T,"he clue is ‘Old-fashioned drinking places?’   This seems like a straight or pretty weak (I would say ‘flimsy’ but the setter’s probably fed up with that rubbish pun) double definition to me, but I’m very likely missing something.  I am: sidey at no 6 has the explanation for us, for which thanks."
311,SOLEMNISE,A,"charade of SOLE, M for male, SIN (ill) reversed and E for end of lifE.  I think this is why I struggled a bit with the puzzle: there were a number of clues where there were plenty of elements to take into account."
312,TYPE,H,"idden (involved) in KaTY PErry.  Never heard of her, but she’s probably some cleb.  Edit: this is cleverer than I thought; see Peter’s comment at no 2."
