,Clue,Answer,Explanation
216,"Poem: “The Holiday Home, the Royal Mistress and Earl” (10)",VILLANELLE,Definition: ”Poem”. VILLA=”Holiday Home” plus NELL Gwyn=”Royal Mistress” to Charles II plus E[arl]
217,Blue-pink endless island (6),SKYROS,Definition: a Greek island. SKY=”Blue” plus ROS[e]=”pink endless”
218,Lively Italian piece of music: thank-you rave by jazz legend (10),TARANTELLA,Definition: ”Lively Italian piece of music”. TA=”thank-you” plus RANT=”rave” plus ELLA Fitzgerald=”jazz legend”
219,Cause discolouration of a Quaker? (3),FOX,"Definition: ”Cause discolouration” of paper”, =”a Quaker” – George Fox was one of their founders."
220,Plumb ugly housing tap (3),BUG,Definition: ”tap” as in listen in on e.g. a phone line. Hidden in [Plum]B UG[ly]
221,Like Schubert’s rocking “Seven” in E (8),VIENNESE,Definition: ”Like Schubert”. (Seven in E)*. Schubert’s Seventh symphony was indeed in E major.
222,Forget studies of tragic role in curtailed Nunn production (7),UNLEARN,Definition: ”Forget studies”. LEAR=”tragic role” in (Nun[n])*. Trevor Nunn directed a 2007 production of King Lear.
223,Capital raised by ace inventor: zero (6),OTTAWA,Definition: ”Capital”. Reversal (“raised”) of all of A[ce] plus WATT=”inventor” plus O=”zero”
224,"Petty mythological abductor with hard footwear (6,4)",PARISH-PUMP,"Definition: ”Petty”, parochial. PARIS=”mythological abductor” of Helen in the Iliad, plus H[ard] plus PUMP=”footwear”"
225,"Intimate chat of a lord with a good track record, reportedly (4)",COZE,"Definition: ”Intimate chat”. Sebastian Coe is a lord with a good record on track events, and COZE therefore sounds like “Coe’s”=”of a lord with a good track record”"
226,Pace is wrong on the rebound (4),TROT,Definition: ”Pace”. Reversal (“rebound”) of TORT=”wrong”
227,Brown wading bird one missed initially? There he goes! (6),BISTRE,
228,"Definition: a brown pigment made from soot. [i]BIS=”wading bird” with I=”one” missed initially, plus T[he]RE with “he” gone",,
229,Underwear that is covered with fine flowers (8),FRILLIES,
230,"Definition: ”Underwear”. I.E.=”that is”, covered by F[ine] and RILLS=”flowers” of water",,
231,Taking on leads for Heaton’s indie band (6),HIRING,
232,Definition: ”Takng on”. H[eaton’s] I[ndie] plus RING=”band”,,
233,"Remarkable, as sheep but not goats may be (8)",SINGULAR,
234,"Definition: ”Remarkable”. “sheep” can be singular or plural, “goats” can only be the plural",,
235,A moist Nigella? (4-2-1-4),LOVE-IN-A-MIST,
236,"A flower of the genus Nigella. In crosswordese, LOVE IN A MIST could give O=”love” inside A MIST=>”A moist”",,
237,"Remark by Wilde, perhaps, on English livestock? (7)",EPIGRAM,
238,"Definition: ”Remark by Wilde, perhaps”. E[nglish] plus PIG and RAM=”livestock”",,
239,Queen held by another has time for French philosopher (7),DIDEROT,
240,"Definition: ”French philosopher”. E[lizabeth] R[egina]=”Queen” in DIDO=”another” queen, plus T[ime]",,
241,Calumny? Snarl and ignore it (11),DENIGRATION,
242,Definition: ”Calumny”. (and ignore it),,
243,Isle’s shrouded in darkness — it’s a naval base (8),MURMANSK,
244,Definition: ”a naval base”. [Isle of] MAN’S=”Isle’s” in MURK=”darkness”,,
245,Tomfoolery? Not for heads of Civil Service (6),ANTICS,
246,"Definition: ”Tomfoolery”. ANTI=”not for”, plus C[ivil] S[ervice]",,
247,Uncommon sense about our treatment for emotional disord­ers (8),NEUROSES,
248,Definition: ”emotional disorders”. (sense) around (our),,
249,Bird that’s born within West Bank city (6),HEBRON,
250,Definition: ”West Bank city”. HERON=”bird” with B[orn] within,,
251,Carla goes round eastern sultanate (6),BRUNEI,
252,"Definition: ”sultanate”. Carla BRUNI the singer, around E[astern]",,
253,"Yielding ape or rigid rodent (7,3)",PRAIRIE DOG,
254,Definition: ”rodent”. (ape or rigid),,
255,Plot to enclose land that’s spoilt (8),BLIGHTED,
256,"Definition: ”spoilt”. BED=”Plot”, around LIGHT=[come to rest on] “land”",,
257,He is held up by more audacious viewer (8),BEHOLDER,
258,Definition: ”viewer”. reversal of HE inside (“held up by”) BOLDER=”more audacious”,,
259,"Saint taking Viagra, prepared to wander aimlessly in Scotland (8)",STRAVAIG,
260,Definition: ”to wander aimlessly” [Scottish]. ST plus (Viagra),,
261,Unemployed member of comedy team (4),IDLE,
262,Definition: ”Unemployed”; =Eric IDLE of Monty Python,,
263,Annoyed fly may be heard (4),SORE,
264,Definition: ”Annoyed”. sounds like ‘soar’=”fly may be heard”,,
265,"Manage a wedding centre, one in church (10)",ADMINISTER,
266,Definition: ”Manage”. A plus [wed]D[ing] plus MINISTER=”one in church”,,
267,Black Prince with more grey matter (8),BRAINIER,
268,Definition: ”with more grey matter”. B[lack] plus the late Prince RAINIER of Monaco.,,
269,"Is a substitute to tolerate wrongdoing? (6,2)",STANDS IN,
270,Definition: ”Is a substitute”. STAND SIN would =”tolerate wrongdoing”,,
271,"Wine to accompany beef for pilot (3,5)",RED BARON,
272,Definition: ”pilot”. RED=”wine” plus BARON=a joint of “beef”,,
273,Attention-seeker with sailors in battle (6),ARNHEM,
274,Definition: ”battle”. AHEM=”Attention-seeker” around R[oyal] N[avy]=”sailors”,,
275,Artist employed in the mines (4),EMIN,
276,Definition: ”Artist”. Hidden in [th]E MIN[es],,
277,Dutch in Germany no closer to crime (4),FRAU,
278,"Dutch=’wife’ in Cockney slang, so would be FRAU in Germany. No “closer” (closing letter) to FRAU[d]=”crime”",,
279,Master moves in current production (6),STREAM,
280,Definition: ”current [flow of water] production”. (Master),,
281,"Go away and experiment (3,3)",TRY OUT,
282,Definition: ”experiment”. TRY=”Go” plus OUT=”away”,,
283,Brags about squash shots (6),BOASTS,
284,Definition: ”Brags”; =”squash shots” where the ball hits the side before the front wall.,,
285,"Was in occupation, with mind to become a stakeholder (8)",TENANTED,
286,"Definition: ”Was in occupation”. TEND=”mind”=take care of, becoming a “holder” of ANTE=”stake”",,
287,Just a step up from the gutter? (4),KERB,
288,cryptic definition,,
289,"You won’t score with this girl in a superior position (6,4)",MAIDEN OVER,
290,"Definition: ”You won’t score with this” in cricket. MAIDEN=”girl”, plus OVER=”in a superior position”",,
291,Action in open court is thrown out (11),PROSECUTION,
292,Definition: ”Action”. (open court is),,
293,"With ace forward injured, still manage to share the points (5,1,4)",FORCE A DRAW,
294,Definition: ”manage to share the points”. (ace forward),,
295,Quiet morning? Don’t you believe it! (4),SHAM,
296,"Definition: ”Don’t you believe it!”. SH=”Quiet”, plus AM=”morning”",,
297,Definition: ”put together”. (See lambs),,
298,Discovers there’s not much left (6),TRACES,
299,Definition: ”Discovers”; =”there’s not much left”,,
300,Old copper useful in the kitchen (6),PEELER,
301,"Definition: ”Old copper”, an old nickname for the police; =”useful in the kitchen”",,
302,"Capital example of a walled city, once (6)",BERLIN,
303,"Definition: ”Capital”, and a reference to the Berlin Wall",,
304,Upset over ban on bicycles (8),CROSSBAR,
305,“on bicycles”. CROSS=”upset” plus BAR=”ban”,,
306,The price of freedom? (6),RANSOM,
307,cryptic definition,,
308,Wing patterns in metamorphosis (8),TRANSEPT,
309,Definition: ”Wing” of a church. (patterns),,
310,Carried round a Pacific island (6),BORNEO,
311,Definition: ”a Pacific island”. BORNE=”Carried” plus O=”round”,,
312,Accounts to be settled in large numbers (6),SCORES,
313,Definition: ”Accounts to be settled”; =”large numbers”,,
314,Works for degrees? The ones here have a point (6),THESES,
315,"Definition: ”Works for degrees”. THESE=”The ones here”, plus S[outh]=”a point”",,
316,"Cover for the flight may also include landing (5,6)",STAIR CARPET,
317,"cryptic definition – a flight of stairs and a landing at the top, rather than airplane insurance",,
318,Lurches uncertainly into the mess (8),SHAMBLES,
319,Definition: ”Lurches uncertainly”; =”mess”,,
320,Check repair to cables (8),OBSTACLE,
321,Definition: ”Check”. (to cables),,
322,"Maintains a high level (4,2)",TOPS UP,
323,cryptic definition,,
324,Hollow warning to sailors (6),CAVERN,
325,"Definition: ”Hollow”. CAVE=’beware’ in Latin, plus R[oyal] N[avy]",,
326,Shrewd number head for the bar (6),CLEVER,
327,"Definition: ”Shrewd”. C=a hundred in Roman numerals=”number”, plus LEVER=”bar”",,
328,Having little hesitation to decline (6),WITHER,
329,Definition: ”decline”. WITH=”having” plus ER=”little hesitation”,,
330,Put forward case in favour of keeping sterling (8),PROPOUND,"Definition: ”Put forward case”. PRO=”in favour of”, plus POUND=”sterling”"
331,Basis for wholesaling line creates grief (6),SORROW,"Definition: ”grief”. S[ale] O[r] R[eturn] is a type of contract that =”Basis for wholesaling”, plus ROW=”line”"
332,Paying customer to make severe criticism about rotten first half performance (6),PATRON,"Definition: ”Paying customer”. PAN=”make severe criticism”, about (rot[ten])*"
333,Sociable swimmer ex­pressed sympathy for sick cat (8),PORPOISE,Definition: ”Sociable swimmer”. Sounds like ‘poor puss’=”expressed sympathy for sick cat”
334,Even let go of one’s own identity (3),EGO,Definition: ”one’s own identity”. The “Even” letters of “[l]E[t] G[o]”
335,Newspaper copy (6),MIRROR,Definition: ”Newspaper”; =”copy”
336,"Agonised about site of US naval base (3,5)",SAN DIEGO,Definition: ”site of US naval base”. (Agonised)*
337,Maverick Guatemalan let out of nearby capital (7),MANAGUA,"Definition: ”nearby [Nicaraguan] capital”. (Gua[**te**]ma[**l**]an)*, with the letters of “**let**” out"
338,Fed up with exam for the most skilful (7),DEFTEST,"Definition: ”most skilful”. reversal of “Fed”, plus TEST=”exam”"
339,"Dish is served, cut into pieces (8)",DISSEVER,Definition: ”cut into pieces”. (is served)* – “Dish”=distribute indicates the anagram
340,"Anxious concerning the border (2,4)",ON EDGE,Definition: ”Anxious”. ON=”concerning” plus EDGE=”the border”
341,"This queen applied for release, as originally predicted (3)",ASP,"Definition: ”This queen applied for release” – Cleopatra supposedly killed herself using an asp. AS, plus P[redicted]"
342,Reported trying to catch a computer scam (8),PHISHING,Definition: ”computer scam”. Sounds like ‘fishing”=”Reported trying to catch”
343,"Defrauded over relationship (4,2)",TOOK IN,Definition: ”Defrauded”. TOO=”over” plus KIN=”relationship”
344,Flower arrangement for relaxed cream tea? No thanks! (6),RACEME,"Definition: ”Flower arrangement”. (cream [**t**]e[**a**])*, without **ta**=”thanks”"
345,Honour vehicle crew verbally (8),LAUREATE,Definition: ”Honour”. Sounds like ‘lorry’=”vehicle” and ‘eight’=”crew” of rowers
346,Region much fresher as broadcast (4),AREA,Definition: ”Region”. Sounds like ‘airier’=”fresher as broadcast”
347,Dispute is only half on an equal basis (4),SPAR,"Definition: ”Dispute”. [i]S, plus PAR=”equal basis”"
348,An artist on the lathe? (6),TURNER,"Definition: ”An artist”, and =[someone who uses a] “lathe”"
349,"Fatty requires active duty shortly, I suggest (7)",ADIPOSE,Definition: ”Fatty”. A[ctive] D[uty] plus I plus POSE=”suggest”
350,"Alienate sergeant, terribly (8)",ESTRANGE,Definition: ”Alienate”. (sergeant)*
351,"Film musical found a way to come back with old title restored (2,8)",DR DOLITTLE,Definition: ”Film musical”. DR=rev(r[oa]d)=”a way to come back” plus (old title)*
352,Party endorses transfers (8),CONSIGNS,Definition: ”transfers”. CON[servative]=”Party” plus SIGNS=”endorses”
353,Historically imprisoned one of many on Dartmoor (3),TOR,Definition: ”one of many [hills] on Dartmoor”. Hidden/imprisoned in “[His]TOR[ically]”
354,Overmodest up north at the end of the last century (3),MIM,"Definition: ”Overmodest up north”, a Scottish word meaning demure. MIM in roman numerals would be 1999, the end of the last century"
355,Thought once again about beasts getting distressed ending (10),REASSESSED,Definition: ”Thought once again”. RE=”about” plus ASSES=”beasts” plus the ending of [distres]SED
356,"One who gets off with a detective chief superintendent? (4,4)",ACID HEAD,"Definition: ”One who gets off”, A C[riminal] I[nvestigation] D[epartment] HEAD=”a detective chief superintendent”"
357,"Like P, T, K and S, conducive to change without a leader (8)",UNVOICED,"Definition: ”Like P, T, K, and S” – UNVOICED consonants in English . ([c]onducive)*"
358,Article penned by another (3),THE,Definition: ”Article”. Hidden in/penned by “[ano]THE[r]”
359,Bring matter to court about tabloid newspaper slight (7),FRAGILE,"Definition: ”slight”. FILE=”Bring matter to court”, around RAG=”tabloid newspaper”"
360,"Central European solicitor not to participate (3,3)",OPT OUT,"Definition: ”not to participate”. [Eur]OP[ean], plus TOUT=”solicitor”"
361,Old Indian postal system had beginnings in Delhi and Karachi (3),DAK,Definition: ”Old Indian postal system”. D[elhi] A[nd] K[arachi]
362,Forewarning of submarine captain being sent back (4),OMEN,Definition: ”Forewarning”. Reversal (“sent back”) of NEMO=”submarine captain” in Jules Verne’s books
363,Scrap part of audiotape (4),IOTA,Definition: ”Scrap”. Part of “[aud]IOTA[pe]”
364,Man who painted factor­ies across main road (7),MILLAIS,"John Everett Millais was an English painter. MILLS=”factories”, spread across AI=A1=”main road”"
365,Revolutionary infiltrating mad groups (7),BATCHES,Definition: ”groups”. CHE=”Revolutionary” infiltrating BATS=”mad”
