,Clue,Answer,Explanation
215,Sneak is utter whopper (8),TELLTALE,"Sneak is utter whopper (8) 
TELL TALE"
216,Cinders associates with maiden over leaving (6),EMBERS,"Cinders associates with maiden over leaving (6) 
(M)EMBERS"
217,"Husband with cocked derringer causes distraction (3,7)",RED HERRING,"Husband with cocked derringer causes distraction (3,7) 
*(h derringer)
 
Personally not a fan of these split anagrams. Would have preferred the h to have been indicated as being IN the anagram rather than WITH it."
218,"Something to connect cloth I’ve torn in church (5,5)",CLOVE HITCH,"Something to connect cloth I’ve torn in church (5,5) 
C *(cloth ive) E
 
I wasn’t a boy scout, but it’s handy to know the names of common knots to solve crosswords."
219,Leave sweet having cleaned out its centre (6),DESERT,"Leave sweet having cleaned out its centre (6) 
DES(s)ERT"
220,What promoters want – somewhat less returning yobs (8),SELLOUTS,"What promoters want – somewhat less returning yobs (8) 
<=LES(s) LOUTS"
221,A flock of crows eat voraciously (6),MURDER,"A flock of crows eat voraciously (6) 
Double definition – a murder of crows and murder as in “I could murder a burger right now”"
222,Fellow ordered carpaccio but not third or fourth slices of bread (8),FOCACCIA,"Fellow ordered carpaccio but not third or fourth slices of bread (8) 
F *(caaccio) – removing the third and fourth slices of caRPaccio."
223,Conservative bar is bright (6),CLEVER,"Conservative bar is bright (6) 
C-LEVER"
224,"Famously isolated place where the lanes are windy (2,6)",ST HELENA,"Famously isolated place where the lanes are windy (2,6) 
*(the lanes)
 
When parsing this, I find it difficult to justify the “are” in this clue, but could be convinced otherwise?"
225,Talk about fair cut in refuge (6),SAFETY,"Talk about fair cut in refuge (6) 
SA (FET(e) Y
 
See my preamble."
226,Almost noon and still morning? (6),NEARLY,"Almost noon and still morning? (6) 
N EARLY"
227,Give in playing during engagement (6),DONATE,"Give in playing during engagement (6) 
D(ON)ATE
 
See my preamble"
228,"With tilt, that is, rubbish leaves this (7,3)",WHEELIE BIN,"With tilt, that is, rubbish leaves this (7,3) 
W-HEEL-i.e.-BIN
 
This only works if “RUBBISH” and “BIN” are synonymous, which they aren’t."
229,Well-known feature left with a blemish (8),LANDMARK,"Well-known feature left with a blemish (8) 
L-AND MARK
 
The “a” before “blemish” in the clue is superfluous. See my preamble."
230,"Energy source would be cloudier if unrefined (5,3)",CRUDE OIL,"Energy source would be cloudier if unrefined (5,3) 
*(crude oil)"
231,Duke with reservation knowing equestrian event (8),DRESSAGE,"Duke with reservation knowing equestrian event (8) 
D-RES-SAGE"
232,"Duck and another bird set free? (7,3)",CHICKEN OUT,"Duck and another bird set free? (7,3)"
233,Scholar of no practical relevance (8),ACADEMIC,"Scholar of no practical relevance (8) 
Double definition"
234,Safeguard lags before ever getting fixed (8),CONSERVE,"Safeguard lags before ever getting fixed (8) 
CONS *(ever)"
235,Rider is off and on before being behind (8),DERRIERE,"Rider is off and on before being behind (8) 
*(rider) ERE"
236,Place with quiet charm (6),PLEASE,"Place with quiet charm (6)
 
PL-EASE"
237,Might section with canine get into drug-runner? (6),MUSCLE,"Might section with canine get into drug-runner? (6)
 
MU (S C) LE
 
I assume dentists may use C as shorthand for “CANINE” but I can’t find reference to it in Chambers or online."
238,Where to get tortilla?! Especially with an adult (6),ESPANA,"Where to get tortilla?! Especially with an adult (6) 
ESP-AN-A
 
In Spain, a tortilla is an omelette, not to be confused with the Latin America tortilla."
239,Pushes into corridors (7),LOBBIES,"Definition: Pushes
Double definition"
240,Valuable assets in French art gallery (6),ESTATE,"Definition: Valuable assets 
ES-TATE
 
ES = art (as in “thou art”) in French"
241,Effusive lecture on musical recalled (9),TALKATIVE,"Definition: Effusive
TALK <=EVITA"
242,Compiler is in debt and covered in frost (5),RIMED,"Definition: covered in frost 
R(I’M)ED
 
I can see what the setter is trying to do, and I applaud him for it, but in debt is IN **THE** RED, is it not?"
243,Sacrifice to endlessly simulate love (5),FORGO,"Definition: Sacrifice
FORG(e) O"
244,Content to sharpen tag on serrated shapes (9),PENTAGONS,"Definition:  shapes 
Hidden in “sharPEN TAG ON Serrated”"
245,Understood vase was reserved (8),TACITURN,"Definition: reserved 
TACIT-URN"
246,Goddess sits on aluminium base (6),ALKALI,"Definition: base
AL-KALI
 
KALI is a significant Hindu goddess"
247,Team of elves carry Elrond’s head (6),ELEVEN,"Definition: Team 
EL(E)VEN
 
Elrond is a half-elven character from “Lord of the Rings”"
248,"Overturned ruling on medical equipment (4,4)",IRON LUNG,"Definition: medical equipment 
*(ruling on)"
249,Routed above and beyond by radio (9),OVERTHREW,"Definition: Routed
OVER – homophone of THROUGH"
250,Teacher nearly useless at sport (5),RABBI,"Definition: Teacher
RABBI(t)
 
Have come across RABBIT as a tail-ender in cricket. Does it apply to other sports?"
251,Broken stick – a putter – is glued together and trimmed (5),KAPUT,"Definition: Broken 
Hidden in “sticK A PUTter”
 
Clue’s a bit long-winded."
252,I’d book Hunger Games for northern city (9),EDINBURGH,"Definition: northern city 
(*I’d B Hunger)
 
Games as an anagrind?"
253,Defence sector undergoes reconstruction (6),ESCORT,"Definition: Defence
*(sector)"
254,Soothed by unending see saw (7),SEDATED,"Definition: Soothed
SE(e) DATED
 
Excellent clue"
255,"Excuse to detonate article on pirate (3,3,3,4)",LET OFF THE HOOK,"Definition: Excuse
LET Off = detonate
 
THE = artcle
 
HOOK = pirate in *Peter Pan*"
256,"Belt is naked and spicy, but not hard (7)",BALDRIC,"Definition: Belt
BALD-RIC(h)"
257,What retired farmer might say in part of the Pacific northwest (5),IDAHO,"Definition: part of the Pacific northwest 
Homophone of I’D A HOE"
258,Mariners find fish aboard ship (8),SKIPPERS,"Definition: Mariners
S-KIPPER-S"
259,They leave river before boat’s bow is broken off (6),EXEUNT,"Definition: They leave
EXE (p)UNT"
260,Scientist plunges into lake in waterproof cloth (9),TARPAULIN,"Definition: waterproof cloth 
TAR(PAULI)N"
261,Lob atom bomb? It’s a lottery (7),TOMBOLA,"Lob atom bomb? It’s a lottery (7)
 
*(lob atom)"
262,Famous get pointed out (13),DISTINGUISHED,"Definition: Famous 
Double definition"
263,2 x 17 = gun (6-3),TWENTY-TWO,"Definition: gun
2 x ELEVEN (17a solution) = 22
 
A 22 is a .22 calibre handgun"
264,"Before start of summer, have to slice into cheese cakes (8)",BROWNIES,"Before start of summer, have to slice into cheese cakes (8)
 
BR(OWN)IE-S(ummer)"
265,Frees old European politicians – about time! (7),EXEMPTS,"Definition: Frees
EX-E-MP(T)S"
266,How one looks after too much tanning without opening suncream? Just the opposite! (7),UNBURNT,"Definition: How one looks after too much tanning 
(s)UNBURNT"
267,Wild about a trend for reinvention (6),ARDENT,"Definition: Wild
*(a trend)"
268,Frenetic onslaught seizes bomber (5),RABID,"Definition: Frenetic
RA(B)ID"
269,"Like writers, they branch out (6)",ASPENS,"Like writers, they branch out (6) 
AS-PENS"
270,The starting point in court proceedings (8),BASELINE,"The starting point in court proceedings (8) 
Nice one!
 
The baseline is of course where a tennis player serves from, therefore starting proceedings on court."
271,Former champion makes a couple of points about a claim to be sick (8),WILLIAMS,"Former champion makes a couple of points about a claim to be sick (8) 
W(ILL I AM)S
 
Could be Serena or Venus Williams, both ex-champions at Wimbledon."
272,A number in the band showing real enthusiasm (6),RAVING,"A number in the band showing real enthusiasm (6) 
R(A-V)ING"
273,A spinner has a cute fringe arrangement (10),CENTRIFUGE,"A spinner has a cute fringe arrangement (10) 
*(cute fringe)"
274,Swarm back to join up (4),MEET,"Swarm back to join up (4) 
<=TEEM (“swarm”)"
275,Releases popular short hit (8),DROPSHOT,"Releases popular short hit (8) 
DROPS-HOT
 
The tennis theme continues."
276,The French experiment is a la mode (6),LATEST,"The French experiment is a la mode (6) 
LA (“The” in French)-TEST"
277,"In one month, we hear, you are twice a champion (6)",MURRAY,"In one month, we hear, you are twice a champion (6) 
M(U R R)AY
 
I’m uncomfortable with the homophone here (see my comment for 6dn)"
278,Drive on the left or right (8),FOREHAND,"Drive on the left or right (8) 
A tennis shot which could be played with the left or right hand, or indeed both.
 
The clue isn’t specific enough for my liking, (a forehand doesn’t need to be a drive (could be a lob, a drop shot etc)) and requires checking letters (could just as easily be backhand). 
 
Again, you need to realise that the crossword has a theme for this one to work."
279,Rome’s mid-month show about to cause a minor diversion (4),IDES,"Rome’s mid-month show about to cause a minor diversion (4) 
s(IDES)how"
280,"What finally emerges to stop a small professional channel (3,7)",END PRODUCT,"What finally emerges to stop a small professional channel (3,7) 
END PRO-DUCT"
281,Alternative place to cross a river in Suffolk (6),ORFORD,"Alternative place to cross a river in Suffolk (6) 
OR-FORD
 
Orford is a town in Suffolk. A bit vague, but the wordplay will get you there."
282,Comes back about outer limits (8),REBOUNDS,"Comes back about outer limits (8) 
RE-BOUNDS"
283,The yachtsman’s bar that reps read about (8),SPREADER,"The yachtsman’s bar that reps read about (8) 
*(reps read)
 
A spreader is a spar on a slaiboat (new one on me!)"
284,Designed to look like the ocean (6),THEMED,"Designed to look like the ocean (6) 
THEMED
 
The Med is a sea, though, is it not?"
285,Direction followed by parasites to cut through (5),SLICE,"Direction followed by parasites to cut through (5) 
S-LICE"
286,Lace first treated to produce a brilliant effect (5),ECLAT,"Lace first treated to produce a brilliant effect (5) 
*(lace)-T"
287,Submissive like a mid-European (7),SLAVISH,"Submissive like a mid-European (7) 
Like a Slav.
 
As Slavish isn’t a word, I think a question amrk at the end of the clue may have been in order."
288,Light brown unglazed pot (7),BISCUIT,"Light brown unglazed pot (7) 
Double definition"
289,After first shouting you are sounding serious – that’s bizarre! (7),SURREAL,"After first shouting you are sounding serious – that’s bizarre! (7) 
S-UR (“you are” sounding)-REAL
 
In my opinion, the “you are” is clumsy, as the clue doesn’t include the homophone. If I’m being generous, it may be OK, becaause it is indicating the two individual letters U and R, but the “you are” sound doesn’t form part of the answer."
290,"A successful doubles partnership (4,5)",LOVE MATCH,"A successful doubles partnership (4,5) 
This clue isn’t cryptic. It may be thematic, if the general theme is “tennis”, but “love match” in itself is not a tennis term."
291,The invisible man? (3-6),NON-PERSON,"The invisible man? (3-6) 
Not cryptic. One who is unseen or ignored is a non-person. Don’t see what’s cryptic about that."
292,"About to fall on a circular tour (5,4)",ROUND TRIP,"About to fall on a circular tour (5,4) 
ROUND-TRIP"
293,One for takng a view from below (9),PERISCOPE,"One for takng a view from below (9) 
Cryptic definition"
294,Produced and given away (7),YIELDED,"Produced and given away (7) 
Double definition"
295,A leading racketeer who dined with the Queen a couple of times (7),FEDERER,"A leading racketeer who dined with the Queen a couple of times (7) 
FED-E.R.-E.R.
 
Roger, of course."
296,Unusual tool to create a Celtic delicacy (7),RAREBIT,"Unusual tool to create a Celtic delicacy (7) 
RARE-BIT
 
As in Welsh (“Celtic”) rarebit"
297,The point at which an advantage always follows. (5),DEUCE,"The point at which an advantage always follows. (5) 
Another tennis-themed clue."
298,With business static a dreaded group of activists appear within (5),CADRE,"With business static a dreaded group of activists appear within (5) 
Group of activists appearing in “statiC A DREaded”.
 
The indicator of the hidden clue is too far from the fodder, though."
299,"New York indicator down; joined sex orgy (3,5,5)",DOW JONES INDEX,"New York indicator down; joined sex orgy (3,5,5) 
*(down joined sex)"
300,Fine female character (4),FAIR,"Fine female character (4) 
F + AIR"
301,A dull queen frantic without peer (10),UNEQUALLED,"A dull queen frantic without peer (10) 
*(a dull queen)"
302,Husband and wife upset the French (6),COUPLE,"Husband and wife upset the French (6) 
COUP + LE
 
COUP is a good Scot’s word for “spill” or “knock over”"
303,Good man I hired to obtain dagger (8),STILETTO,"Good man I hired to obtain dagger (8) 
ST + I + LET + TO"
304,Report that such evidence is not admissble (7),HEARSAY,"Report that such evidence is not admissble (7) 
Double definition, or cryptic defintion. It’s neither in my book."
305,"Andersen, a Tory hosting American politician (7)",SENATOR,"Andersen, a Tory hosting American politician (7) 
hidden in (“hosting”) AnderSEN A TORy"
306,Hunger for a pie – favourite tin-opener included (8),APPETITE,"Hunger for a pie – favourite tin-opener included (8) 
A + P(PET)I (T)E
 
The wordplay in the clue doesn’t work for me as it indicates A + (PET-T)IE"
307,Way before our first music equipment (6),STEREO,"Way before our first music equipment (6) 
ST + ERE + O (“our first”, i.e first letter of “our”)"
308,Players share power cut (10),CASTRATION,"Players share power cut (10) 
CAST + RATION"
309,Smooth bed lining (4),SAND,"Smooth bed lining (4) 
Double definition
 
SAND = “use sandpaper” = “smooth”, and is also the lining of a sand bed."
310,Take part in an away match (5),ELOPE,"Take part in an away match (5) 
Cryptic definition – like it!"
311,Cosmetic watch? Ship back (8),EYELINER,"Cosmetic watch? Ship back (8) 
EYE + LINER"
312,"Unconscious, comes to – a development (8)",COMATOSE,"Unconscious, comes to – a development (8) 
*(comes to a)"
313,A container partially open (4),AJAR,"A container partially open (4) 
If I had a £ for every time I’d seen this clue…"
314,Last to be over river (6),ENDURE,"Last to be over river (6) 
I may be missing something, but is “Last” doing double duty in this clue?
 
END = “Last” over URE (“river”)"
