,Clue,Answer,Explanation
229,"18, 5 for example, told to treasure ecstasy (6)",LUVVIE,sounds like “love e” – an actor
230,Winged symbol in small space (3),VOL,VOLume (space) cut short (small) – heraldic symbol
231,A nice pure stew for gourmet (9),EPICUREAN,(A NICE PURE)* anagram=stew
232,"Those sent after 16 would have been miserable protection (6,7)",FRENCH LETTERS,"definition /cryptic definition – letters home from the french soldiers after Agincourt would have been miserable, definition is ‘protection’, condoms"
233,"“Drab get-up”, wrote 21 (11)",SHAKESPEARE,DRAB reversed (got up) is ‘bard’ – Shakespeare wrote a play entitled Henry V
234,Our acting reproduced 21’s triumph . . . . (9),AGINCOURT,(OUR ACTING)* anagram=reproduced – famous battle won by Henry V against the odds
235,". . . . his acting of 21 was one (8,7)",LAURENCE OLIVIER,cryptic(ish) definition – Laurence Olivier’s film Henry V was hailed as a ‘triumph’ by the critics at the time
236,"Inductance with volts DC – years since his power start-up (5,1)",HENRY V,"HENRY (SI unit of inductance) with V (volts) – Henry IV, Henry V’s father died on 20th March 1413, exactly 600 (DC) years ago today. Though not his coronation, this could be regarded as the start of his time in power"
237,Protection round area (5),OZONE,O (round) ZONE (area) – the ozone layer in the atmoshpere protects us from ultraviolet rays
238,Hair treatment evens out greyly (3),GEL,GrEyLy – even numbered letters missing (out)
239,"Backing for climb from degree taking short time to being in the House (4,4)",BASE CAMP,"BA (degree) with SEC (short time) A MP (a Member of Parliament, being in the house) – definition is ‘backing for camp’"
240,Shiner to be a Tory? (6),BEACON,"BE A CON (Conservative, Tory)"
241,So someone borrows California’s Roman date? (7),CALENDS,if CA (California) LENDS then (so) someone borrows – the first days of each month in the Roman calendar
242,Venetian lover takes Italian actor to Australia another way (7),LORENZO,Sophia LOREN (Italian actor) has OZ (Australia) reversed (another way) – character from The Merchant of Venice in love with Jessica
243,Guide to too good a fate (5),PILOT,"PI (pious, too good) LOT (a fate)"
244,"Bird, fish, and so-called beetle (9)",COCKROACH,"COCK (bird) ROACH (fish) – apparently cockroaches are not actually beetles. I found the difference succinctly described on the web as “cockroaches are paurometablous, whereas beetles are holometabolous”. There you go."
245,"I’m uncle, due to poor Goldwyn’s refusal to take part (7,2,3)",INCLUDE ME OUT,"(I’M UNCLE DUE TO)* anagram=poor – Samuel Goldwyn the film producer was famous for malopropisms and condtradictory phrases, this being a famous example."
246,"Providers for the youthful stomach, possibly – indies (6,6)",DINNER LADIES,INNER LAD (the youthful stomach) in DIES – definition is ‘providers’ and partly &lit
247,Artists back fuel all consisting of seaweed (9),SARGASSUM,"RAS (Royal Academician=artist, plural) reversed (back) then GAS (fuel) SUM (all) will give (consists of) – a type of seaweed"
248,Garden mollusc’s second fx (5),SNAIL,S (second) NAIL (fix)
249,Former partner with more than suffcient specimen (7),EXAMPLE,EX (former partner) AMPLE (more then sufficient)
250,Direction and skill needed to spell church portico (7),NARTHEX,"N (North, direction) ART (skill) HEX (to cast a spell) – a vestibule in a churh between the porch and the nave"
251,"Southern pub, home to unknown puzzler (6)",SPHINX,S (southern) PH (pub) IN (home) X (an unknown) – in Greek mythology a fearsome creature that kills those who cannot answer her riddles
252,No royal arrival to embrace Scotsman (8),COMMONER,"COMER (arrival, one who arrives) containing (embracing) MON (man, Scottish)"
253,Sexually ambiguous mushrooms with muscle (6),BICEPS,BI (sexually ambiguous) CEPS (mushrooms)
254,Sun on cathedral and nowhere else? (6),SOLELY,SOL (the sun) on ELY (a cathedral)
255,Lady of the Lake with attitude (9),CONSTANCE,CON (with) STANCE (attitude) – girls name and Lake Constance in the Alps
256,"Show good girls the harmonica (7,7)",MUSICAL GLASSES,MUSICAL (show) G (good) LASSES (girls) – a type of musical instrument
257,Panic doesn’t start by mistake (5),ERROR,tERROR (panic) not starting
258,Something spicy to read about pub in the morning (8),CINNAMON,CON (to read) containing (about) INN (pub) AM (in the morning) – a spice
259,"Novice making a mess of one contest, say (8)",NEOPHYTE,ONE* (anagram=making mess of) and PHYTE sounds like “fight” (contest)
260,"Singer finding the spot for love protects one old bird getting married (7,7)",PLACIDO DOMINGO,"PLACING (finding spot for) O (love, zero tennis score) contains (protects) I (one) DODO (old bird) with M (married) – opera singer"
261,Major confusion of other mortals with me (9),MAELSTROM,anagram (other) of MORTALS with ME – definition is ‘major confusion’
262,Greek hero’s headless corpse on ship with headless god (8),ODYSSEUS,bODY (headless corpse) on SS (ship) with zEUS (headless god)
263,Intrude upon that beetle’s better ‘alf? (8),ENCROACH,"The mate (bettr half) of a cockroach could be a hencroach, missing the h. Hum."
264,Whither good news was brought in article about persistent pain (6),AACHEN,AN (indefinite article) containing (about) ACHE (persistent pain) – modern name for the town of Aix-La-Chapelle which features in the Robert Browning poem “How They Brought the Good News from Aix to Ghent”
265,Magic potion: ‘as garden mollusc got one right? (6),ELIXIR,"‘ELIX (helix, a snail ‘as one) then I (one) R (right)"
266,Trembler causing broken panes (5),ASPEN,"PANES* (anagram=broken) – *populus tremuloides*, the trembling aspen"
267,Log producer demands area on new wharf (6),NAPIER,"A (area) on N (new) PIER (wharf) – John Napier, produced the first book of logarithms"
268,Beginning to edge away when introduced to dull man (8),GEOFFREY,E (beginning of edge) OFF (away) inside (introduced to) GREY (dull) – man’s name
269,Adorn famous books with gold facing (8),ORNAMENT,"NAME (of name, famous) NT (books of bible) with OR (gold) in front (facing)"
270,Multinational republic welcoming army regulators? (6),EMPIRE,"EIRE (repulic of) incuding (welcoming) MP (militay polics, army regulators)"
271,Backer of the Big Issue is into wrestling after getting in uniform (12),INFLATIONIST,(IS INTO)* wrestling=anagram following (getting after) IN FLAT (uniform) – a monetary theorist proposing devaluation by printing currency. Might it have something to do with the Big Bang?
272,Declines to skip following exercises yet again (6),REUSES,REfUSES (declines) skipping F (following) – to exercise is to use
273,Press returned having learnt about commotion (6),TISWAS,SIT (press) reversed (returned) and SAW (learnt) reversed (about) – definition is ‘commotion’. ~~I’m not sure why press=sit~~
274,Transported round Chinese port through two channels (12),STEREOPHONIC,anagram (transported) of O (round) CHINESE PORT
275,Almost get off on too much capital (6),OTTAWA,"AWAy (off, almost) on OTT (too much) – capital of Canada"
276,Reportedly beats a neighbouring republic (8),TANZANIA,TANZ A NIA sounds like (reportedly) “tans a near” (beats a neighbouring)
277,"One exposed truants, I fancy (8)",NATURIST,(TRUANTS I)* anagram=fancy
278,Famous dry spot in Sahara? Rather (6),ARARAT,in sahARA RATher – ~~a desert area~~ Mount Ararat where Noah’s came to rest after the flood (famous dry spot)
279,Dodgy claims re law-breaking events? (8),MIRACLES,(CLAIMS RE)* anagram=dodgy – breaking the laws of nature
280,Obtain the bearing of sunrise (6),ORIENT,"double definition – the sun rises in the East, Orient"
281,"After half a month, tip author (8)",NOVELIST,"NOVEmber (half a month) LIST (tip, lean)"
282,"Not wanting a stroke remembered (3,3)",OFF PAT,"OFF (not wanting, eg ‘off my food’) PAT (a stroke)"
283,"After Universal’s departure, debated about Kurosawa flm set (8)",ARRANGED,ARGuED (debated) missing U (universal) about RAN (Kurasawa film) – definition is ‘set’
284,"What might give you endless fit and diarrhoea, almost? (6)",GUTROT,"aGUe (endless fit) TROTs (diarrhoea, almost) – definition is &lit. ~~I’m not sure about GU bit, could be Give yoU, but this the opposite of endless really.~~"
285,Old book for a pound? (4),EZRA,"double definition, book of The Bible and Ezra Pound the writer"
286,Man about to tour frst Roman cardinal’s church (8),BASILICA,BASIL (man) CA (about) going round (to tour) I (first)
287,Outline of a semicircle one’s represented (8),SCENARIO,anagram (representation) of A CIRcle (semi=half of) and ONE’S – definition is ‘outline’
288,One in a hold ultimately has to pull continuously (8),STOWAWAY,S (ultimate letter of has) TOW AWAY (to pull continuously) – one in a ship’s hold
289,Three couples want it before start of a festival (6),SEXTET,"SEX (it) before TET (start of festival, the Vietnamese new year) – three twos are six. Start refers to either new year’s day being the start of a holiday period, or else a shortened form of the full name Tet Nguyen Dan."
290,"Eagerly purchase bowls, perhaps? (4,2)",SNAP UP,PANS (bowls) UP (reversed) – bowls and pans refering to lavatories?
291,"Stall China’s foreign correspondent? (3,3)",PEN PAL,"PEN (stall) PAL (china plate, mate, rhyming slang)"
292,Mountain petunias in prime locations (4),ETNA,"pETuNiAs (2nd, 3rd, 5th and 7th letters) – the prime numbered locations"
293,Kind heart of Malaysian getting warmer? (6),BRANDY,BRAND (kind) malaYsian (heart=middle letter) – a warming drink
294,"Seal broken by force at first, before I look (6)",SHUFTI,SHUT (seal) including (broken by) F (force) before I – definitoin is ‘look’
295,"Criminal prevailed before ending in slammer, one going down for a long time (5,5)",PEARL DIVER,PREVAILED* (criminal=anagram) then slammeR (ending of)
296,Take gold and go cold (6),WINTRY,WIN (take gold) then TRY (go)
297,Annus mirabilis for the rubber man (8),GOODYEAR,double/cryptic definition
298,"6’s pretty flaky character? (4,5)",SNOW WHITE,"cryptic definition – pretty since the mirror declares Snow White to be ‘the fairest of them all’, flaky because of snow flakes"
299,"Comedian, one in a suit? (4)",CARD,double definition
300,"Bit of fun with possible role to impress partner, initially — later a 23 26? (8)",FOREPLAY,"F (bit of fun, first letter) then ROLE* (possible=anagram) including P (first of partner) followed by (later) A happY (ending of) – definition is a cheeky &lit"
301,How often what needs translating into another language not entirely okay in the end (9),FREQUENCY,"QUE (what, translated) into FRENCh (another language, not entirely) okaY (end of) – definition is ‘how often’"
302,With sound method pack it in roof (8),HOUSETOP,"sounds like “how stop” (method, pack it in) – definition is ‘roof’"
303,"In a book, heroic opening captured (2,4)",AT HOME,A TOME (book) including H (first letter of heroic) – definition is ‘in’
304,Creator of life inspiring Irishman in assembly (10),PARLIAMENT,"PARENT (creator of life) including (inspiring, breathing in) LIAM (Irishman’s name)"
305,Hot stuff seen in photograph album (4),PHAL,seen in photograPH ALbum – a very hot curry
306,"Remained proper, by the sound of it (6)",STAYED,sounds like “staid” (proper)
307,Sax was being almost all jazzy? (7),BELGIAN,anagram (jazzy) of BEING and AL (almost all) – the inventor of the saxophone (Adolphe Sax) was Belgian
308,"So far away several yetis entering Tibet’s most westerly extremes (2,3)",AS YET,"Away Several Yetis Entering Tibet (first, most westerly letters of) – definition is ‘so far’"
309,"Drop tray, emptied onto church’s work of art (7)",DIPTYCH,"DIP (drop) TraY (emptied out, no middle letters) then CH (church)"
310,Earth: then what rises? The Sun! (6),HELIOS,SOIL (earth) EH (what) reversed (rises)
311,"This in fact not half a distortion of reality? (5,4)",FAIRY TALE,"FAct (not half) REALITY* – I can’t quite put my finger on the definition, sort of &lit-ish"
312,Where you may see reindeer I see antelope (7),ICELAND,I C (see) ELAND (antelope) – where you may see reindeer
313,"Upset tabloid concealing dread, rubbished paper as aggressive performer (7,6)",GANGSTA RAPPER,RAG (tabloid) reversed (upset) including (concealing)ANGST (dread) then PAPER* (anagram=rubbished)
314,"Incoherent speech, so a drawl collapsed and died (4,5)",WORD SALAD,(SO A DRAWL)* collapsed=anagram then D (died)
315,Pay on time for some film (7),FOOTAGE,"FOOT (pay, the bill) on AGE (time)"
316,"In which 16 9, say? (7)",QUARTET,"“foreplay” sounds like “four play”, a quartet"
317,"Order, no doubt for starters (7)",COMMAND,"COMMA (,) No Doubt (first letters of, starters)"
318,Tension in the air (6),STRAIN,double definition
319,"13 has one, as a friend of hers is dying (5,6)",HAPPY ENDING,"HAPPY (one of the seven dwarfs, friend of Snow White) ENDING (is dying) – Snow White the fairy tale has a happy ending"
320,OT character before road accepted by most returning pilgrims (8),JEREMIAH,"ERE (before) MI (M1, a road) inside HAJi (pilgrims) unfinished (most of) and reversed (returning) – from the Old Testament"
